acc_x, acc_y, acc_z, gyro_x, gyro_y, gyro_z,force,flex
0.9119278779472955,0.3224043715846995,0.9226950354609929,0.7860696517412936,0.23510466988727854,0.349809885931559,0.0,1.0
0.9119278779472955,0.3224043715846995,0.9226950354609929,0.7835820895522388,0.23510466988727854,0.34600760456273766,0.013333333333333334,1.0
0.9126213592233011,0.3224043715846995,0.9226950354609929,0.7835820895522388,0.23510466988727854,0.34600760456273766,0.0,1.0
0.9140083217753122,0.32149362477231336,0.9226950354609929,0.7835820895522388,0.23510466988727854,0.34600760456273766,0.0,1.0
0.9147018030513177,0.32149362477231336,0.9226950354609929,0.7835820895522388,0.23510466988727854,0.34600760456273766,0.013333333333333334,1.0
0.9147018030513177,0.32149362477231336,0.9226950354609929,0.7835820895522388,0.23510466988727854,0.3422053231939164,0.0,1.0
0.9153952843273232,0.32149362477231336,0.9219858156028368,0.7835820895522388,0.2367149758454106,0.3422053231939164,0.0,1.0
0.9153952843273232,0.32149362477231336,0.9219858156028368,0.7835820895522388,0.2367149758454106,0.3422053231939164,0.0,1.0
0.9153952843273232,0.3224043715846995,0.9219858156028368,0.7835820895522388,0.2367149758454106,0.3422053231939164,0.0,1.0
0.9147018030513177,0.32331511839708565,0.9219858156028368,0.7835820895522388,0.2367149758454106,0.3422053231939164,0.0,1.0
0.9140083217753122,0.32331511839708565,0.9219858156028368,0.7835820895522388,0.2367149758454106,0.33840304182509506,0.0,1.0
0.9140083217753122,0.32422586520947183,0.9219858156028368,0.7810945273631842,0.2367149758454106,0.33840304182509506,0.0,1.0
0.9167822468793343,0.32422586520947183,0.9219858156028368,0.7810945273631842,0.2367149758454106,0.33840304182509506,0.0,1.0
0.9174757281553398,0.32422586520947183,0.9219858156028368,0.7810945273631842,0.23832528180354265,0.33840304182509506,0.0,1.0
0.9181692094313454,0.32331511839708565,0.9226950354609929,0.7810945273631842,0.23832528180354265,0.33840304182509506,0.0,1.0
0.9181692094313454,0.32422586520947183,0.9226950354609929,0.7810945273631842,0.23832528180354265,0.3346007604562738,0.0,1.0
0.9181692094313454,0.32331511839708565,0.9234042553191488,0.7810945273631842,0.23832528180354265,0.3346007604562738,0.0,1.0
0.9181692094313454,0.32331511839708565,0.9234042553191488,0.7786069651741294,0.23832528180354265,0.3346007604562738,0.0,1.0
0.9174757281553398,0.32331511839708565,0.9226950354609929,0.7786069651741294,0.23993558776167467,0.3346007604562738,0.0,1.0
0.9174757281553398,0.3224043715846995,0.9226950354609929,0.7786069651741294,0.23993558776167467,0.3346007604562738,0.0,1.0
