acc_x, acc_y, acc_z, gyro_x, gyro_y, gyro_z,force,flex
0.751733703190014,0.7996357012750456,0.2666666666666666,0.7835820895522388,0.2367149758454106,0.3269961977186312,0.0,0.0
0.751733703190014,0.7987249544626595,0.26737588652482264,0.7835820895522388,0.2367149758454106,0.33079847908745247,0.0,0.0
0.751733703190014,0.7987249544626595,0.26737588652482264,0.7810945273631842,0.2367149758454106,0.3346007604562738,0.0,0.0
0.7510402219140083,0.7987249544626595,0.2666666666666666,0.7810945273631842,0.23832528180354265,0.3346007604562738,0.0,0.0
0.7496532593619972,0.7996357012750456,0.26524822695035455,0.7786069651741294,0.23832528180354265,0.33840304182509506,0.0,0.0
0.7489597780859917,0.7996357012750456,0.26524822695035455,0.7761194029850748,0.23832528180354265,0.3422053231939164,0.0,0.0
0.7482662968099861,0.7996357012750456,0.26524822695035455,0.77363184079602,0.23832528180354265,0.34600760456273766,0.0,0.0
0.7482662968099861,0.7987249544626595,0.2666666666666666,0.7711442786069653,0.23993558776167467,0.35361216730038025,0.0,0.0
0.7489597780859917,0.7978142076502733,0.26737588652482264,0.7711442786069653,0.23993558776167467,0.3574144486692016,0.0,0.0
0.7496532593619972,0.7969034608378872,0.26808510638297867,0.7686567164179104,0.23993558776167467,0.36121673003802285,0.0,0.0
0.7503467406380028,0.795992714025501,0.26879432624113475,0.7686567164179104,0.23993558776167467,0.3650190114068441,0.0,0.0
0.7510402219140083,0.795992714025501,0.26879432624113475,0.7661691542288558,0.24154589371980673,0.3650190114068441,0.0,0.0
0.7510402219140083,0.795992714025501,0.26879432624113475,0.7661691542288558,0.24154589371980673,0.3688212927756654,0.0,0.0
0.751733703190014,0.7950819672131147,0.2695035460992907,0.7661691542288558,0.24154589371980673,0.3688212927756654,0.0,0.0
0.7531206657420251,0.7941712204007286,0.2709219858156028,0.7661691542288558,0.24154589371980673,0.3726235741444867,0.0,0.0
0.7545076282940361,0.7932604735883425,0.27234042553191484,0.7661691542288558,0.24154589371980673,0.3726235741444867,0.0,0.0
0.7593619972260749,0.7932604735883425,0.27517730496453896,0.7711442786069653,0.24154589371980673,0.3650190114068441,0.0,0.0
0.7600554785020804,0.7923497267759563,0.275886524822695,0.7711442786069653,0.24154589371980673,0.36121673003802285,0.0,0.0
